id,hospital_id,method_code,method_label_zh,detail_text,booking_url,supports_booking,source_url,raw_snippet,created_at
2,1,online_booking,预约挂号,,,1,https://www.pumch.cn/register.html,"确定
预约挂号
门诊出诊
特色科室
远程医疗
报告查询
Menu
临研所
百年协和
en
员工版
学术版
患者版
预约挂号
+
APP预约
国际医疗部预约
银行卡预约
特色诊疗
+
疑难病会诊中心
联合门诊
远程医学中心
特色科室
专科专病
诊疗新技术
医生介绍
科室导航
就医指南
+
门诊出诊表
规章制度
就医须知
医保指南
位置及服务时间
院内导航
社区转诊
价格公示
查询服务
感谢信
意见反馈
医疗服务
患者问答
报告查询
医院公告
新闻中心
+
重大新闻
医院动态
医学前沿
媒体聚焦
人文关怀
视频新闻
健康科普
百年院庆
西单院区
+
首页
关于西院
综合门诊
特色专科
国际医疗
健康科普
澳门医学中心
协和医学杂志
院史展
病历展
抗疫展
张孝骞展
曾宪九展
协和医学杂志
协和展览
院史展
病历展
抗疫展
张孝骞展
曾宪九展
您现在的位置：
首页
>
预约挂号
预约挂号
APP预约
国际医疗部预约
银行卡预约
北京协和医院挂号攻略：网络挂号更快捷！
APP使用教程
协和APP 35项功能介绍
预约挂号等功能介绍
语音助手功能升级
超声改约功能介绍
APP采血预约使用指南
门诊报到、候诊查询、候诊提醒功能介绍
自助缴费功能介绍
取报告单、处方查询、手术查询功能介绍
体检预约、体检报告功能介绍
病历建档功能介绍
院内导航功能介绍
出诊信息查询
选好了，去查询
北京协和医院挂号攻略：网络挂号更快捷！
您的浏览器不支持 video 标签。
了解这些有可能对您的就诊有所帮助
门诊出诊表
就医须知
方位指南
专科专病
国际医疗部
健康体检
健康科普
友情链接：
中华人民共和国国家卫生健康委员会
北京市卫生健康委员会
中国医学科学院
北京协和医学基金会
协和科技开发有限责任公司
协和化妆品
网站地图
关于我们
地　　址：
（东单院区）北京市东城区帅府园一号，100730；
（西单院区）北京市西城区大木仓胡同41号，100032
服务热线： 010-69151188（东单院区）；69158100（西单院区）
Copyright 北京协和医院 All Rights Reserved. 本站内容仅供参考，不作为诊断及医疗依据
京ICP 备 05067313号-5 文保网安备案号：1101010023 京卫网审字【2014】第39号
网站建设
：
北京分形科技",2026-03-22 04:58:36
